"Goals","factor","GF","KA","KP","LN","MDK","MP","TS","ZH"
"My goal is to have a net worth of $600K by 3/23/2022.","Value",NA,NA,NA,4.22222222222222,NA,NA,NA,NA
"My goal is to have an Etsy store open in three months","Clarity",3.66666666666667,NA,NA,5.16666666666667,NA,NA,NA,NA
"My goal is to have an Etsy store open in three months","Consensus",-0.5,NA,NA,0.75,NA,NA,NA,NA
"My goal is to have an Etsy store open in three months","External",1,NA,NA,2.6,NA,NA,NA,NA
"My goal is to have an Etsy store open in three months","Value",3.55555555555556,NA,NA,2.88888888888889,NA,NA,NA,NA
"My goal is to have my gardening spots in my yard complete in 3 months.","Clarity",NA,6.83333333333333,NA,NA,NA,NA,NA,5.5
"My goal is to have my gardening spots in my yard complete in 3 months.","Consensus",NA,0,NA,NA,NA,NA,NA,1
"My goal is to have my gardening spots in my yard complete in 3 months.","External",NA,2,NA,NA,NA,NA,NA,4
"My goal is to have my gardening spots in my yard complete in 3 months.","Value",NA,3.5,NA,NA,NA,NA,NA,3.75
"My goal is to have my house ready to put on the market by May 1","Clarity",NA,NA,4.75,NA,NA,NA,5.5,NA
"My goal is to have my house ready to put on the market by May 1","Consensus",NA,NA,2.33333333333333,NA,NA,NA,0.5,NA
"My goal is to have my house ready to put on the market by May 1","External",NA,NA,5,NA,NA,NA,4.6,NA
"My goal is to have my house ready to put on the market by May 1","Value",NA,NA,4,NA,NA,NA,4.625,NA
"My goal is to have my resume up to date to start applying for promotions or other positions within the month.","Clarity",NA,NA,NA,NA,6.16666666666667,NA,NA,5.66666666666667
"My goal is to have my resume up to date to start applying for promotions or other positions within the month.","Consensus",NA,NA,NA,NA,4.25,NA,NA,2
"My goal is to have my resume up to date to start applying for promotions or other positions within the month.","External",NA,NA,NA,NA,4,NA,NA,4.4
"My goal is to have my resume up to date to start applying for promotions or other positions within the month.","Value",NA,NA,NA,NA,5.66666666666667,NA,NA,4.875
"My goal is to help my daughter meet her IEP goals 5 days a week.","Clarity",NA,6.66666666666667,NA,NA,NA,NA,4.5,NA
"My goal is to help my daughter meet her IEP goals 5 days a week.","Consensus",NA,1.25,NA,NA,NA,NA,1.5,NA
"My goal is to help my daughter meet her IEP goals 5 days a week.","External",NA,5.4,NA,NA,NA,NA,5.8,NA
"My goal is to help my daughter meet her IEP goals 5 days a week.","Value",NA,4,NA,NA,NA,NA,4.88888888888889,NA
"My goal is to help my neighbor find a new job in the next month.","Clarity",NA,NA,NA,NA,4.66666666666667,NA,NA,4.33333333333333
"My goal is to help my neighbor find a new job in the next month.","Consensus",NA,NA,NA,NA,0.75,NA,NA,0.25
"My goal is to help my neighbor find a new job in the next month.","External",NA,NA,NA,NA,4.2,NA,NA,3
"My goal is to help my neighbor find a new job in the next month.","Value",NA,NA,NA,NA,4.33333333333333,NA,NA,2.625
"My goal is to improve my credit score in the next three months.","Clarity",NA,4.25,NA,NA,NA,NA,NA,4.33333333333333
"My goal is to improve my credit score in the next three months.","Consensus",NA,3.5,NA,NA,NA,NA,NA,3.75
"My goal is to improve my credit score in the next three months.","External",NA,3.6,NA,NA,NA,NA,NA,5.4
"My goal is to improve my credit score in the next three months.","Value",NA,4.5,NA,NA,NA,NA,NA,4.5
"My goal is to improve my grooming habits","Clarity",NA,NA,4.33333333333333,4.66666666666667,NA,NA,NA,NA
"My goal is to improve my grooming habits","Consensus",NA,NA,2.25,2.5,NA,NA,NA,NA
"My goal is to improve my grooming habits","External",NA,NA,3,4,NA,NA,NA,NA
"My goal is to improve my grooming habits","Value",NA,NA,2.55555555555556,3.44444444444444,NA,NA,NA,NA
"My goal is to improve my upper body strength over the next three months","Clarity",NA,NA,5.66666666666667,4.66666666666667,NA,NA,NA,NA
"My goal is to improve my upper body strength over the next three months","Consensus",NA,NA,3.5,2,NA,NA,NA,NA
"My goal is to improve my upper body strength over the next three months","External",NA,NA,3.25,2.2,NA,NA,NA,NA
"My goal is to improve my upper body strength over the next three months","Value",NA,NA,3.85714285714286,2.88888888888889,NA,NA,NA,NA
"My goal is to increase more time in doing my online jobs so as to increase my income.","Clarity",NA,NA,5.16666666666667,NA,NA,NA,5.33333333333333,NA
"My goal is to increase more time in doing my online jobs so as to increase my income.","Consensus",NA,NA,3.25,NA,NA,NA,1,NA
"My goal is to increase more time in doing my online jobs so as to increase my income.","External",NA,NA,3.2,NA,NA,NA,3,NA
"My goal is to increase more time in doing my online jobs so as to increase my income.","Value",NA,NA,4,NA,NA,NA,3.33333333333333,NA
"My goal is to increase my credit score","Clarity",NA,4.5,NA,NA,NA,NA,4.66666666666667,NA
"My goal is to increase my credit score","Consensus",NA,4,NA,NA,NA,NA,1.75,NA
"My goal is to increase my credit score","External",NA,4,NA,NA,NA,NA,3,NA
"My goal is to increase my credit score","Value",NA,4.77777777777778,NA,NA,NA,NA,3.33333333333333,NA
"My goal is to increase my credit score to 775 by July 1st.","Clarity",NA,NA,5.66666666666667,NA,6.66666666666667,NA,NA,NA
"My goal is to increase my credit score to 775 by July 1st.","Consensus",NA,NA,3.75,NA,3.75,NA,NA,NA
"My goal is to increase my credit score to 775 by July 1st.","External",NA,NA,5.2,NA,3.2,NA,NA,NA
"My goal is to increase my credit score to 775 by July 1st.","Value",NA,NA,4.5,NA,4,NA,NA,NA
"My goal is to increase my drinking of water from none to 64 ounces in 3 month.","Clarity",5.66666666666667,NA,6.83333333333333,NA,NA,NA,NA,NA
"My goal is to increase my drinking of water from none to 64 ounces in 3 month.","Consensus",2.5,NA,5,NA,NA,NA,NA,NA
"My goal is to increase my drinking of water from none to 64 ounces in 3 month.","External",1.2,NA,2.2,NA,NA,NA,NA,NA
"My goal is to increase my drinking of water from none to 64 ounces in 3 month.","Value",2.11111111111111,NA,3.57142857142857,NA,NA,NA,NA,NA
"My goal is to increase my income at my work as a manager by 10% within this year.","Clarity",NA,NA,NA,NA,4.66666666666667,NA,NA,5
"My goal is to increase my income at my work as a manager by 10% within this year.","Consensus",NA,NA,NA,NA,2.5,NA,NA,2
"My goal is to increase my income at my work as a manager by 10% within this year.","External",NA,NA,NA,NA,3.4,NA,NA,4.2
"My goal is to increase my income at my work as a manager by 10% within this year.","Value",NA,NA,NA,NA,5.33333333333333,NA,NA,4.125
"My goal is to increase my wealth over the next three months","Clarity",NA,NA,3.83333333333333,NA,NA,NA,4.33333333333333,NA
"My goal is to increase my wealth over the next three months","Consensus",NA,NA,3.75,NA,NA,NA,3.75,NA
"My goal is to increase my wealth over the next three months","External",NA,NA,4.5,NA,NA,NA,4.4,NA
"My goal is to increase my wealth over the next three months","Value",NA,NA,5.28571428571429,NA,NA,NA,5.55555555555556,NA
"My goal is to intermittently fast to lose weight every other day.","Clarity",NA,5.83333333333333,5.5,NA,NA,NA,NA,NA
"My goal is to intermittently fast to lose weight every other day.","Consensus",NA,1.5,3,NA,NA,NA,NA,NA
"My goal is to intermittently fast to lose weight every other day.","External",NA,2.8,3.5,NA,NA,NA,NA,NA
"My goal is to intermittently fast to lose weight every other day.","Value",NA,4.11111111111111,3.16666666666667,NA,NA,NA,NA,NA
"My goal is to invest $100 in each cryptocurrency on the market within the next 9 months.","Clarity",NA,NA,NA,5.33333333333333,NA,4,NA,NA
"My goal is to invest $100 in each cryptocurrency on the market within the next 9 months.","Consensus",NA,NA,NA,1.5,NA,2,NA,NA
"My goal is to invest $100 in each cryptocurrency on the market within the next 9 months.","External",NA,NA,NA,2.2,NA,4,NA,NA
"My goal is to invest $100 in each cryptocurrency on the market within the next 9 months.","Value",NA,NA,NA,2.55555555555556,NA,4.22222222222222,NA,NA
"My goal is to keep going to the gym four times a week.","Clarity",NA,7.16666666666667,NA,5,NA,NA,NA,NA
"My goal is to keep going to the gym four times a week.","Consensus",NA,0.5,NA,2.75,NA,NA,NA,NA
"My goal is to keep going to the gym four times a week.","External",NA,2.4,NA,2.4,NA,NA,NA,NA
"My goal is to keep going to the gym four times a week.","Value",NA,4.44444444444444,NA,3.11111111111111,NA,NA,NA,NA
"My goal is to keep my apartment clean on a weekly basis.","Clarity",NA,6.83333333333333,6,NA,NA,NA,NA,5.33333333333333
"My goal is to keep my apartment clean on a weekly basis.","Consensus",NA,3.5,3,NA,NA,NA,NA,3
"My goal is to keep my apartment clean on a weekly basis.","External",NA,3.6,4.5,NA,NA,NA,NA,3
"My goal is to keep my apartment clean on a weekly basis.","Value",NA,4,4.66666666666667,NA,NA,NA,NA,3.5
"My goal is to keep my disabled wife alive and as healthy as possible.","Clarity",NA,NA,NA,NA,5.2,NA,NA,NA
"My goal is to keep my disabled wife alive and as healthy as possible.","Consensus",NA,NA,NA,NA,2.25,NA,NA,NA
"My goal is to keep my disabled wife alive and as healthy as possible.","External",NA,NA,NA,NA,6.8,NA,NA,NA
"My goal is to keep my disabled wife alive and as healthy as possible.","Value",NA,NA,NA,NA,5.375,NA,NA,NA
"My goal is to learn how to use my Cricut crafting machine in the next three months.","Clarity",NA,NA,4.83333333333333,NA,NA,NA,5.16666666666667,NA
"My goal is to learn how to use my Cricut crafting machine in the next three months.","Consensus",NA,NA,-0.333333333333333,NA,NA,NA,1.33333333333333,NA
"My goal is to learn how to use my Cricut crafting machine in the next three months.","External",NA,NA,1,NA,NA,NA,3.4,NA
"My goal is to learn how to use my Cricut crafting machine in the next three months.","Value",NA,NA,2.22222222222222,NA,NA,NA,3,NA
"My goal is to learn to be more patient with my two year every day.","Clarity",NA,5.33333333333333,3.25,NA,NA,NA,NA,NA
"My goal is to learn to be more patient with my two year every day.","Consensus",NA,2,4.5,NA,NA,NA,NA,NA
"My goal is to learn to be more patient with my two year every day.","External",NA,4.4,5,NA,NA,NA,NA,NA
"My goal is to learn to be more patient with my two year every day.","Value",NA,5.33333333333333,5,NA,NA,NA,NA,NA
"My goal is to lift weights five times a week.","Clarity",NA,NA,6.33333333333333,5.16666666666667,NA,NA,NA,NA
"My goal is to lift weights five times a week.","Consensus",NA,NA,3.25,2.5,NA,NA,NA,NA
"My goal is to lift weights five times a week.","External",NA,NA,4.4,2.8,NA,NA,NA,NA
"My goal is to lift weights five times a week.","Value",NA,NA,4.33333333333333,3,NA,NA,NA,NA
"My goal is to limit my sugar consumption","Clarity",NA,NA,NA,NA,NA,4.5,NA,5.33333333333333
"My goal is to limit my sugar consumption","Consensus",NA,NA,NA,NA,NA,2.75,NA,2.5
"My goal is to limit my sugar consumption","External",NA,NA,NA,NA,NA,5,NA,2.6
"My goal is to limit my sugar consumption","Value",NA,NA,NA,NA,NA,4.22222222222222,NA,2.375
"My goal is to limit snacking to two days a week.","Clarity",6,6.5,NA,NA,NA,NA,NA,NA
"My goal is to limit snacking to two days a week.","Consensus",1,1.75,NA,NA,NA,NA,NA,NA
"My goal is to limit snacking to two days a week.","External",2,3.8,NA,NA,NA,NA,NA,NA
"My goal is to limit snacking to two days a week.","Value",2.44444444444444,3.22222222222222,NA,NA,NA,NA,NA,NA
"My goal is to live a healthier lifestyle by exercising more and eating better.","Clarity",NA,NA,NA,NA,5.83333333333333,5,NA,NA
"My goal is to live a healthier lifestyle by exercising more and eating better.","Consensus",NA,NA,NA,NA,3.5,2.75,NA,NA
"My goal is to live a healthier lifestyle by exercising more and eating better.","External",NA,NA,NA,NA,3.2,4.8,NA,NA
"My goal is to live a healthier lifestyle by exercising more and eating better.","Value",NA,NA,NA,NA,4.77777777777778,5,NA,NA
"My goal is to loose weight, the ultimate goal is at least 60 lbs.","Clarity",NA,NA,6.5,NA,6.5,NA,NA,NA
"My goal is to loose weight, the ultimate goal is at least 60 lbs.","Consensus",NA,NA,4.25,NA,3.5,NA,NA,NA
"My goal is to loose weight, the ultimate goal is at least 60 lbs.","External",NA,NA,4.66666666666667,NA,4.6,NA,NA,NA
"My goal is to loose weight, the ultimate goal is at least 60 lbs.","Value",NA,NA,4.375,NA,4.88888888888889,NA,NA,NA
"My goal is to lose 10 pounds in 2 months","Clarity",5.66666666666667,NA,NA,NA,NA,6.5,NA,NA
"My goal is to lose 10 pounds in 2 months","Consensus",2.75,NA,NA,NA,NA,3,NA,NA
"My goal is to lose 10 pounds in 2 months","External",1,NA,NA,NA,NA,4.8,NA,NA
"My goal is to lose 10 pounds in 2 months","Value",2.88888888888889,NA,NA,NA,NA,4.44444444444444,NA,NA
"My goal is to lose 10 pounds in the next 3 months","Clarity",NA,7.6,NA,NA,NA,NA,NA,5.5
"My goal is to lose 10 pounds in the next 3 months","Consensus",NA,1.75,NA,NA,NA,NA,NA,1.75
"My goal is to lose 10 pounds in the next 3 months","External",NA,4.4,NA,NA,NA,NA,NA,3.6
"My goal is to lose 10 pounds in the next 3 months","Value",NA,4.77777777777778,NA,NA,NA,NA,NA,2.875
"My goal is to lose 10 pounds in the next 6 months","Clarity",NA,NA,NA,NA,7,NA,NA,5.66666666666667
"My goal is to lose 10 pounds in the next 6 months","Consensus",NA,NA,NA,NA,3.25,NA,NA,1.5
"My goal is to lose 10 pounds in the next 6 months","External",NA,NA,NA,NA,4.4,NA,NA,3.6
"My goal is to lose 10 pounds in the next 6 months","Value",NA,NA,NA,NA,5.44444444444444,NA,NA,3.75
"My goal is to lose 12 lbs in the next three months.","Clarity",NA,NA,NA,NA,NA,5.33333333333333,6.33333333333333,NA
"My goal is to lose 12 lbs in the next three months.","Consensus",NA,NA,NA,NA,NA,2.75,2.5,NA
"My goal is to lose 12 lbs in the next three months.","External",NA,NA,NA,NA,NA,5.2,4.4,NA
"My goal is to lose 12 lbs in the next three months.","Value",NA,NA,NA,NA,NA,4.55555555555556,4.33333333333333,NA
"My goal is to lose 12 pounds in three months.","Clarity",NA,NA,NA,5,NA,NA,5.5,NA
"My goal is to lose 12 pounds in three months.","Consensus",NA,NA,NA,2.5,NA,NA,2.25,NA
"My goal is to lose 12 pounds in three months.","External",NA,NA,NA,2.6,NA,NA,3.6,NA
"My goal is to lose 12 pounds in three months.","Value",NA,NA,NA,3.11111111111111,NA,NA,3.66666666666667,NA
"My goal is to lose 15 lbs of fat in 2 months.","Clarity",NA,NA,NA,NA,NA,5.5,NA,NA
"My goal is to lose 15 lbs of fat in 2 months.","Consensus",NA,NA,NA,NA,NA,3,NA,NA
"My goal is to lose 15 lbs of fat in 2 months.","External",NA,NA,NA,NA,NA,5.6,NA,NA
"My goal is to lose 15 lbs of fat in 2 months.","Value",NA,NA,NA,NA,NA,4.44444444444444,NA,NA
"My goal is to lose 15 pounds in the next three months.","Clarity",NA,7.16666666666667,5.5,NA,6.5,NA,NA,5.66666666666667
"My goal is to lose 15 pounds in the next three months.","Consensus",NA,3,2.25,NA,3,NA,NA,1.75
"My goal is to lose 15 pounds in the next three months.","External",NA,4.2,3.75,NA,4.2,NA,NA,3
"My goal is to lose 15 pounds in the next three months.","Value",NA,4.44444444444444,4.22222222222222,NA,5.55555555555556,NA,NA,2.875
"My goal is to lose 15 pounds. I think it'll take about 2 months","Clarity",NA,6.66666666666667,6.33333333333333,NA,NA,NA,NA,NA
"My goal is to lose 15 pounds. I think it'll take about 2 months","Consensus",NA,2,4.75,NA,NA,NA,NA,NA
"My goal is to lose 15 pounds. I think it'll take about 2 months","External",NA,5.2,4.8,NA,NA,NA,NA,NA
"My goal is to lose 15 pounds. I think it'll take about 2 months","Value",NA,4.125,4.55555555555556,NA,NA,NA,NA,NA
"My goal is to lose 17 pounds within the next three months.","Clarity",NA,NA,NA,5.33333333333333,NA,NA,5.66666666666667,NA
"My goal is to lose 17 pounds within the next three months.","Consensus",NA,NA,NA,2.25,NA,NA,2,NA
"My goal is to lose 17 pounds within the next three months.","External",NA,NA,NA,3.2,NA,NA,4.6,NA
"My goal is to lose 17 pounds within the next three months.","Value",NA,NA,NA,3.22222222222222,NA,NA,4.44444444444444,NA
"My goal is to lose 20 lbs","Clarity",NA,NA,NA,NA,6.83333333333333,5,NA,NA
"My goal is to lose 20 lbs","Consensus",NA,NA,NA,NA,3.5,3.25,NA,NA
"My goal is to lose 20 lbs","External",NA,NA,NA,NA,4.6,4.8,NA,NA
"My goal is to lose 20 lbs","Value",NA,NA,NA,NA,4.33333333333333,4.77777777777778,NA,NA
"My goal is to lose 20 lbs within four months, by working out 5 days a week, for at least 30 minutes a day.","Clarity",NA,NA,NA,NA,7.66666666666667,NA,6.83333333333333,NA
"My goal is to lose 20 lbs within four months, by working out 5 days a week, for at least 30 minutes a day.","Consensus",NA,NA,NA,NA,3.5,NA,1.5,NA
